Gender,Customer Type,Type of Travel,Class,satisfaction,Age,Flight Distance,Inflight entertainment,Baggage handling,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,163,5,5,5,11,13.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,89,3,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,30,328,4,3,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,2578,2,2,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,377,3,3,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,317,5,3,5,61,61.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,224,2,4,2,1,0.0
Female,Loyal Customer,Business travel,Business,satisfied,41,3059,4,4,3,0,8.0
Female,Loyal Customer,Business travel,Business,satisfied,37,787,4,4,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,325,3,4,3,2,0.0
Male,Loyal Customer,Business travel,Business,satisfied,43,2611,5,5,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,35,363,2,2,5,6,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,49,122,5,5,5,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,55,602,4,4,5,0,7.0
Male,Loyal Customer,Business travel,Business,satisfied,31,3288,4,2,4,50,45.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,1102,3,4,3,13,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,38,332,1,3,1,107,96.0
Female,Loyal Customer,Business travel,Business,satisfied,57,1816,4,4,3,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,38,628,1,4,1,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,50,1516,5,5,2,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,1134,1,4,1,0,9.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,77,1625,3,3,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,53,1605,2,2,4,23,16.0
Male,Loyal Customer,Personal Travel,Business,satisfied,70,230,2,2,4,9,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,3448,4,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,50,251,5,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,42,909,5,5,1,36,18.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,259,5,3,5,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,37,224,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,58,163,3,1,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,54,1764,5,5,3,2,0.0
Female,Loyal Customer,Business travel,Business,satisfied,49,2704,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,24,118,4,1,4,0,0.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,56,646,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,436,4,3,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,39,2055,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,41,283,4,4,3,0,0.0
Male,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,25,200,4,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,38,2325,5,5,4,21,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,594,3,3,2,0,1.0
Male,Loyal Customer,Business travel,Business,satisfied,27,1589,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,59,2021,5,5,5,2,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,28,2614,1,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,761,1,1,4,17,14.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,10,3778,2,4,2,34,25.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,37,1072,5,5,5,13,15.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,335,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,457,1,3,1,0,2.0
Female,Loyal Customer,Business travel,Business,satisfied,47,1436,3,3,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,551,5,3,5,10,8.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,21,547,3,4,3,106,116.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,8,925,3,4,3,9,4.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,70,1005,4,2,4,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,22,594,2,4,2,71,66.0
Female,Loyal Customer,Business travel,Business,satisfied,30,3152,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,66,406,1,1,3,3,8.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,62,363,1,3,1,16,39.0
Male,disloyal Customer,Business travel,Business,satisfied,21,296,3,4,3,69,69.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,697,5,3,5,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,66,3499,2,2,3,3,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,60,533,4,4,3,2,7.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,18,67,3,5,3,2,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,468,4,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,54,1237,3,3,3,43,16.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,18,1219,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,18,1050,3,3,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,1235,4,4,3,3,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,59,78,2,5,2,6,2.0
Female,Loyal Customer,Business travel,Business,satisfied,50,213,5,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,599,2,3,2,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,787,3,4,3,2,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,489,1,1,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,66,1096,2,2,1,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,44,1476,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,48,3993,4,4,3,54,52.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,47,1726,5,5,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1660,4,4,4,0,6.0
Male,disloyal Customer,Business travel,Business,satisfied,44,239,5,4,5,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,27,1126,1,4,1,0,6.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,53,1050,3,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,1633,3,1,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,223,2,5,2,0,3.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,42,452,2,4,2,7,14.0
Female,Loyal Customer,Business travel,Business,satisfied,52,1521,5,5,3,8,1.0
Male,Loyal Customer,Business travel,Business,satisfied,43,3959,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,50,1521,4,4,4,7,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,965,3,3,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,50,547,5,5,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,31,2422,5,4,1,0,7.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,51,1005,5,5,5,7,9.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,674,3,3,5,190,184.0
Female,disloyal Customer,Business travel,Eco,satisfied,45,313,1,2,1,21,16.0
Male,Loyal Customer,Business travel,Eco Plus,satisfied,57,347,4,5,4,0,8.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,37,718,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,28,2673,4,5,4,10,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,264,5,2,5,15,25.0
Female,Loyal Customer,Business travel,Business,satisfied,42,3994,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,436,4,4,3,25,22.0
Female,Loyal Customer,Business travel,Business,satisfied,46,1979,1,1,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,61,362,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,23,889,5,4,5,17,4.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,49,3085,1,1,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,55,813,2,2,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,62,338,1,1,2,37,19.0
Female,Loyal Customer,Business travel,Business,satisfied,48,1726,2,2,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,1608,3,4,3,0,6.0
Female,Loyal Customer,Business travel,Eco,satisfied,41,329,4,2,4,0,0.0
Male,Loyal Customer,Personal Travel,Business,neutral or dissatisfied,22,1118,1,5,1,0,8.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,351,2,5,2,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,43,1937,4,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,42,2794,2,2,2,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,63,177,4,4,5,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,27,177,4,2,4,0,5.0
Female,Loyal Customer,Business travel,Eco,satisfied,48,589,5,5,1,12,3.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,391,3,4,3,0,8.0
Female,Loyal Customer,Business travel,Business,satisfied,34,189,5,5,5,12,10.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,38,919,1,1,3,0,1.0
Male,Loyal Customer,Business travel,Business,satisfied,55,2264,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,58,188,4,5,2,29,39.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,18,290,2,4,2,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,404,2,2,1,0,1.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,40,1733,2,3,2,10,0.0
Female,Loyal Customer,Business travel,Business,satisfied,46,135,4,4,3,0,0.0
Male,disloyal Customer,Business travel,Eco Plus,neutral or dissatisfied,37,297,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,56,3057,4,4,1,4,4.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,13,874,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,14,696,3,5,3,1,2.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,57,1189,2,3,2,0,12.0
Male,Loyal Customer,Personal Travel,Eco Plus,satisfied,29,780,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,54,3640,3,3,5,6,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,46,3532,2,2,3,3,0.0
Female,disloyal Customer,Business travel,Business,satisfied,58,296,1,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,991,4,4,2,43,81.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,7,234,4,1,4,724,705.0
Male,Loyal Customer,Business travel,Business,satisfied,28,2368,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,48,2182,2,2,2,0,3.0
Male,Loyal Customer,Business travel,Business,satisfied,39,1859,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,28,479,4,5,4,5,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,25,3007,2,2,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,14,977,3,4,3,19,6.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,8,631,1,4,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,36,899,5,3,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,1099,5,5,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,24,583,3,5,3,70,72.0
Female,Loyal Customer,Business travel,Business,satisfied,56,2791,4,4,4,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,42,1587,5,5,5,4,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,37,1197,4,4,4,3,0.0
Male,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,42,591,4,4,4,1,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,22,971,4,5,4,2,5.0
Male,Loyal Customer,Business travel,Business,satisfied,44,3100,2,2,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,70,1514,4,3,4,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,33,812,2,3,2,33,20.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,54,349,1,1,1,0,19.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,1048,5,4,5,23,30.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,30,1183,1,5,1,22,10.0
Male,Loyal Customer,Business travel,Business,satisfied,51,3980,5,5,5,53,51.0
Female,Loyal Customer,Business travel,Business,satisfied,59,407,5,4,5,172,168.0
Female,Loyal Customer,Business travel,Business,satisfied,60,1908,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,3532,3,3,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,236,3,4,3,25,54.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,341,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,41,787,5,4,5,8,18.0
Female,Loyal Customer,Business travel,Eco,satisfied,27,862,3,1,3,5,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,42,404,2,1,2,10,4.0
Female,Loyal Customer,Business travel,Eco,satisfied,61,447,4,4,1,0,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,24,1133,1,5,1,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,19,633,1,3,1,2,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,44,403,4,4,1,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,47,2233,4,4,1,20,40.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,473,1,1,1,17,30.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,25,728,4,5,4,5,11.0
Female,Loyal Customer,Business travel,Eco,satisfied,56,575,5,5,1,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,22,266,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,40,458,5,5,5,0,5.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,403,4,4,4,9,40.0
Male,Loyal Customer,Business travel,Business,satisfied,51,2128,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,21,1164,5,4,5,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,55,583,4,4,5,16,16.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,56,642,2,4,2,31,27.0
Female,Loyal Customer,Business travel,Business,satisfied,72,2564,5,5,3,0,7.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,1489,5,5,5,19,5.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,38,2248,3,5,3,3,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,60,3758,1,1,3,69,57.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,67,325,5,2,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,58,646,5,5,5,5,0.0
Male,Loyal Customer,Business travel,Business,satisfied,44,453,5,5,3,0,10.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,61,2165,3,3,3,8,0.0
Female,Loyal Customer,Business travel,Business,satisfied,55,2774,5,5,5,24,26.0
Male,Loyal Customer,Personal Travel,Business,satisfied,37,626,5,5,5,4,1.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,11,1390,4,3,4,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,19,101,5,1,5,0,5.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,8,2288,1,4,1,4,0.0
Female,disloyal Customer,Business travel,Eco,satisfied,22,446,2,5,2,0,5.0
Female,Loyal Customer,Business travel,Business,satisfied,47,325,5,5,4,85,82.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,69,1481,3,1,3,9,0.0
Female,Loyal Customer,Business travel,Business,satisfied,51,1744,5,5,5,73,69.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,38,1607,2,2,2,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,30,723,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,1192,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Eco,satisfied,42,563,4,1,4,0,5.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,37,247,3,4,3,2,6.0
Male,Loyal Customer,Business travel,Business,satisfied,38,2043,5,5,5,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,34,417,5,5,4,2,3.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,40,370,3,4,3,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,27,746,1,3,1,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,54,139,1,3,4,3,18.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,1438,1,1,4,24,2.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,369,5,3,5,1,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,3188,4,4,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,56,3793,4,4,3,4,2.0
Male,Loyal Customer,Business travel,Eco,satisfied,42,372,4,1,4,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,41,3858,4,4,5,52,28.0
Male,Loyal Customer,Business travel,Business,satisfied,36,3353,3,3,5,2,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,37,522,5,4,5,30,29.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,52,337,5,5,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,38,882,1,5,1,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,56,2290,4,4,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,51,1237,4,3,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,satisfied,39,376,3,2,3,0,0.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,22,2556,1,4,1,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,25,484,3,4,3,27,15.0
Male,Loyal Customer,Business travel,Business,satisfied,52,134,4,4,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,67,599,4,4,3,16,6.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,34,335,5,5,5,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,29,1182,2,3,4,171,183.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,15,473,4,3,4,0,0.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,31,1849,3,4,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,48,2888,5,5,4,31,29.0
Female,disloyal Customer,Business travel,Eco,satisfied,23,539,3,5,3,55,51.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,44,3101,3,3,3,0,0.0
Male,Loyal Customer,Business travel,Business,satisfied,45,903,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,45,528,3,3,1,1,0.0
Male,Loyal Customer,Business travel,Business,satisfied,36,670,3,3,4,27,17.0
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,21,1829,1,4,1,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,44,196,4,1,4,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,25,368,1,4,1,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,1045,1,1,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,668,3,4,3,49,52.0
Female,disloyal Customer,Business travel,Business,satisfied,11,1747,4,3,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,64,959,2,4,2,5,23.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,37,806,4,2,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,68,192,1,4,1,3,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,33,2586,4,5,5,0,13.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,44,213,2,4,2,6,40.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,34,1608,1,4,1,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,959,3,4,3,65,36.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,25,552,1,4,1,7,9.0
Male,Loyal Customer,Business travel,Business,satisfied,51,2106,3,3,4,3,0.0
Male,Loyal Customer,Business travel,Business,satisfied,56,1929,4,4,4,0,0.0
Female,disloyal Customer,Business travel,Business,satisfied,19,1589,3,5,3,22,7.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,28,1224,3,4,3,28,21.0
Female,Loyal Customer,Business travel,Business,satisfied,55,3679,5,5,4,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,38,925,4,1,4,2,0.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,52,571,2,2,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,47,867,1,5,1,0,0.0
Male,Loyal Customer,Personal Travel,Eco,satisfied,68,370,4,3,4,0,0.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,53,284,2,2,4,48,53.0
Female,Loyal Customer,Business travel,Business,satisfied,41,3799,4,4,1,95,89.0
Male,Loyal Customer,Business travel,Business,satisfied,31,2519,4,4,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,48,439,2,2,3,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,248,3,4,3,1,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,45,152,1,4,1,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,23,414,2,4,2,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,19,861,1,4,1,26,18.0
Female,Loyal Customer,Business travel,Business,satisfied,36,3218,5,5,5,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,65,152,4,4,4,0,6.0
Male,disloyal Customer,Business travel,Business,satisfied,49,929,5,5,5,0,4.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,39,528,4,3,5,200,201.0
Female,Loyal Customer,Business travel,Eco Plus,neutral or dissatisfied,19,184,3,4,3,67,43.0
Male,Loyal Customer,Business travel,Business,satisfied,51,3716,4,5,5,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,65,589,4,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,15,234,4,4,3,151,214.0
Male,Loyal Customer,Business travel,Business,satisfied,29,600,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,2389,5,5,4,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,25,453,4,2,4,0,51.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,42,227,4,3,4,55,59.0
Female,Loyal Customer,Business travel,Business,satisfied,42,957,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,46,280,1,1,4,13,15.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,54,1355,4,4,4,0,6.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,62,170,2,2,3,0,0.0
Male,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,49,1249,3,4,3,230,
Male,Loyal Customer,Business travel,Eco,neutral or dissatisfied,50,671,2,1,2,9,7.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,32,680,3,4,3,0,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,20,1273,3,4,3,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,15,366,4,3,4,0,18.0
Female,disloyal Customer,Business travel,Business,neutral or dissatisfied,38,473,2,5,2,0,40.0
Male,Loyal Customer,Business travel,Business,satisfied,43,349,5,5,5,0,0.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,16,721,3,2,5,337,330.0
Female,Loyal Customer,Business travel,Business,neutral or dissatisfied,30,1124,2,4,2,0,0.0
Male,disloyal Customer,Business travel,Business,satisfied,65,643,2,5,2,0,9.0
Female,disloyal Customer,Business travel,Business,satisfied,39,829,4,4,4,24,26.0
Female,Loyal Customer,Business travel,Business,satisfied,23,552,2,4,2,0,2.0
Female,Loyal Customer,Personal Travel,Eco Plus,neutral or dissatisfied,17,252,3,3,3,109,95.0
Male,Loyal Customer,Business travel,Business,neutral or dissatisfied,42,197,2,1,1,4,25.0
Female,Loyal Customer,Business travel,Business,satisfied,58,2473,5,5,5,0,4.0
Female,Loyal Customer,Business travel,Business,satisfied,29,1524,3,4,3,0,0.0
Male,disloyal Customer,Business travel,Business,neutral or dissatisfied,62,362,4,4,4,3,0.0
Female,Loyal Customer,Personal Travel,Eco,satisfied,67,370,5,5,2,34,25.0
Male,Loyal Customer,Business travel,Business,satisfied,44,3469,4,4,4,0,0.0
Male,disloyal Customer,Business travel,Eco,neutral or dissatisfied,28,974,4,1,2,17,0.0
Female,Loyal Customer,Business travel,Business,satisfied,45,2306,4,4,3,0,0.0
Female,Loyal Customer,Business travel,Eco,neutral or dissatisfied,15,1069,4,4,4,0,0.0
Male,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,20,153,5,4,5,2,6.0
Female,Loyal Customer,Personal Travel,Eco,neutral or dissatisfied,43,1845,5,5,5,0,0.0
Female,Loyal Customer,Business travel,Business,satisfied,26,610,5,4,5,0,0.0
Female,Loyal Customer,Business travel,Eco,satisfied,65,557,5,5,1,0,0.0
Male,disloyal Customer,Business travel,Eco,satisfied,47,406,5,1,5,5,0.0
Female,disloyal Customer,Business travel,Eco,neutral or dissatisfied,21,110,2,4,2,50,47.0
Female,Loyal Customer,Business travel,Business,satisfied,58,1711,5,5,3,0,0.0
